id,title,author,text,label,verdict
8272,Global Markets Rally Ahead of Fed Meeting,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8273,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8274,Global Markets Rally Ahead of Fed Meeting,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8275,Global Markets Rally Ahead of Fed Meeting,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8276,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8277,NASA Launches New Mars Rover,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8278,Clinton Foundation Exposed in Leaked Documents,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8279,NASA Launches New Mars Rover,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8280,Hillary Clinton Adopts Alien Baby,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8281,NASA Launches New Mars Rover,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8282,Global Markets Rally Ahead of Fed Meeting,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8283,Hillary Clinton Adopts Alien Baby,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8284,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8285,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8286,Hillary Clinton Adopts Alien Baby,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8287,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
8288,Global Markets Rally Ahead of Fed Meeting,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8289,Global Markets Rally Ahead of Fed Meeting,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8290,Global Markets Rally Ahead of Fed Meeting,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8291,Global Markets Rally Ahead of Fed Meeting,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8292,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8293,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8294,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
8295,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
8296,Clinton Foundation Exposed in Leaked Documents,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8297,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8298,UN Holds Emergency Meeting on Climate Change,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8299,Breakthrough in Cancer Research Announced,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8300,Global Markets Rally Ahead of Fed Meeting,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8301,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8302,Shocking Truth About Vaccines Finally Revealed,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8303,Elections 2024: What the Polls Say,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8304,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8305,Hillary Clinton Adopts Alien Baby,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8306,Elections 2024: What the Polls Say,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8307,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8308,Breakthrough in Cancer Research Announced,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8309,Hillary Clinton Adopts Alien Baby,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8310,UN Holds Emergency Meeting on Climate Change,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8311,Global Markets Rally Ahead of Fed Meeting,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8312,Elections 2024: What the Polls Say,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8313,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8314,Clinton Foundation Exposed in Leaked Documents,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8315,UN Holds Emergency Meeting on Climate Change,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8316,Clinton Foundation Exposed in Leaked Documents,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8317,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8318,Elections 2024: What the Polls Say,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8319,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8320,Global Markets Rally Ahead of Fed Meeting,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8321,NASA Launches New Mars Rover,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8322,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8323,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
8324,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8325,Clinton Foundation Exposed in Leaked Documents,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8326,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8327,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8328,Shocking Truth About Vaccines Finally Revealed,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8329,UN Holds Emergency Meeting on Climate Change,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8330,UN Holds Emergency Meeting on Climate Change,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8331,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8332,Elections 2024: What the Polls Say,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8333,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
8334,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8335,Elections 2024: What the Polls Say,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8336,Elections 2024: What the Polls Say,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8337,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8338,Hillary Clinton Adopts Alien Baby,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8339,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8340,Shocking Truth About Vaccines Finally Revealed,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
